商品属性,评价内容
小新Air 全金属高色域15.6英寸,运行速度：没注意预定时间抢不到14 pro，只好买air15了。其实也不错，16G+固态硬盘操作起来很流畅，主要是学习用的，其实这配置日常办公和简单娱乐绰绰有余了。，轻薄程度：很薄很轻，就是牺牲了接口配置，还要花个小几百自己买个拓展坞。，屏幕效果：屏幕效果一般吧，毕竟性价比很高了，对屏幕有更高要求可以考虑其他款。
小新Air 全金属高色域15.6英寸,运行速度：很快，屏幕效果：看着还行，散热性能：一直打游戏时有点热，正常用还行，外形外观：金属外壳，摸着还行，轻薄程度：还行吧，差不多2-3斤，快递很快，11.11凌晨付的款，下午就到了，快得很
小新Air 全金属高色域15.6英寸,小新Air15 2021款笔记本轻薄金属机身，轻约1.7kg，薄约16.9mm，1.3mm长键程，三挡背光设计，搭配全新快捷键，带有数字小键盘区，电源键集成指纹识别，15.6英寸IPS窄边框全面屏，1920×1080分辨率，高色域（典型值），DC屏幕调光，300nits屏幕亮度。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,外形外观：金属外壳，质感很好，轻薄程度：差不多吧，不算很薄，但也可以，散热性能：最好买个散热支架，屏幕效果：大屏非常好，运行速度：还算可以
小新Air 全金属高色域15.6英寸,新到的电脑，迫不及待拆开了，外观贼好看，用着也挺不错，等待用一段时间看看
小新Air 全金属高色域15.6英寸,运行速度：可以可以，第一次开机有些破音，但是进入桌面后就没有过了。，大一买电脑刚需，等不到pro就买了air。，希望不会让我失望噢。，屏幕效果：不错的，外形外观：就是简约风格的，轻薄程度：中等
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,屏幕效果：屏幕很大很清晰这款色域是100%的，追剧很好，对于需要PS剪辑的很友好，外形外观：外观很大气，好看，轻薄程度：很轻薄，不重，携带方便
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,使用到目前为止，整体很棒，机身轻薄，电脑软件运行快，笔电体积大小非常合适，很适合女生，性价比也是非常高，联想还是值得信赖的。
小新Air 全金属高色域15.6英寸,物流超级快，11月11日下单，11月12号就到了，打开包装盒真的被惊艳到了，很轻薄，携带方便，银色质感很棒，画面色彩艳丽，开机速度超级快，作图很顺畅，爱了爱了，
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,笔记本用了有一段时间，联想小新air15感觉颜值和性能还可以~~
小新Air 全金属高色域15.6英寸,屏幕效果：非常清晰，运行速度：4k视频无压力，非常快，散热性能：基本不热，外形外观：时尚，轻薄程度：很轻薄，符合预期，期待耐用。做工很不错，速度很快。打开电脑盖会自动开机，差点以为没关机。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：速度非常快，开机7秒，开盖即开机，屏幕效果：显示清晰细腻，外形外观：金属外壳，手感很棒，轻薄程度：大屏，重量能够接受，其他特色：数字小键盘使用起来很舒服
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,颜值很棒，激活用到现在，偶尔#机，重启资源管理器会恢复，不知道什么原因，其他使用正常，散热良好，运行声音很小很小，用来办公，下载安装了用友NC系统和久其报表系统，没安装其他系统，没下载任何游戏，运行流畅，就是偶尔#机，只安装了两个很普通的软件，有点不满意。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,反应快，散热器功能良好，软件系统安装后，没有存在显卡问题。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,轻薄本 运行速度快 第一次开机需要注册的东西太多 费事 麻烦  显示清晰 外形精致小巧 银色外观时尚靓丽 包裹严实 稳当
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,已经用了两周，还不错，没抢上另一款就买了这个，15寸屏比较大，有数字键盘也不错，出充电器净重1.5kg多，挺好的，运行速度：不错，外形外观：颜色很好看，轻薄程度：还不错，一般都这么厚
小新Air 全金属高色域15.6英寸,运行速度：运行速度很快，电脑也很轻。性能也不错，也能运行小游戏。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：相当快，不要小看i5，性能并不是一定看CPU前缀。，屏幕效果：1920×1080的分辨率相当不错的，100%sRGB色域更不用说了。，外形外观：商务，简洁耐看。，其他特色：快递的速度很让人惊讶，当天晚上买，第二天中午就拿到手了。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑总体不错，刚用了几天，还不错。屏幕大，适合家用，看视频，编辑文档，都挺不错。配置方面，cpu的话i5够家用了，独立显卡，打个小游戏没问题。就是硬盘感觉小了点，只有500g。价格的话，一开始是5999，然后打折抵扣了600，感觉还不错。
小新Air 全金属高色域15.6英寸,这款本本是挑了很长时间，选择了这款适合自己需求的本本，自从预售之前就关注了，十一号零点下单的，下午就到了，物流好评。，运行速度：快，屏幕效果：中规中矩，不影响使用，散热性能：风扇除了初次开机大，现在声音很小。，外形外观：全金属机身，颜值高。，轻薄程度：想必Air14重点，但是续航能力大大提高。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,用了有一段时间，联想小新air15感觉颜值和性能还可以~
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：还不错，屏幕效果：还不错，散热性能：一般，外形外观：简约，轻薄程度：轻薄，我双十一买的 用到现在没有出现大问题 用的很流畅 我很喜欢，不错的产品
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,买来给先生办公用的，超薄设计和金属质感很高大上的感觉，指纹识别很方便，开机速度也很快，也不枉费等了大半个月的预售，先生也很满意，如果有配套鼠标和电脑包就更完美啦
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：运行速度很快，屏幕效果：屏幕的色彩很鲜艳，外形外观：外观特别棒，搭配了15英寸的屏幕，轻薄程度：特别薄，太棒啦，其他特色：拿起来很轻，指纹反应很快
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,屏幕效果：优异，散热性能：优异，外形外观：质感，轻薄程度：完美，单手开合，重量适中，硬件配置也不拖后腿，轻薄本中非常能打的一款，相信在后续使用体验中也非常棒！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,双十一买的，价格比较优惠，特地等用一个月后来评价。电脑运行速度快，联想果然没有让人失望。而且双十一京东物流也很快。第二天就送到家。客服也是很耐心的给解答问题，这家直接给好评。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,感觉太棒了 ，很适合上大学使用，性价比很高，外观设计很漂亮
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,用了两天，爱了！！！简直德芙精！！！丝滑！！！！！银色的好好看！！！！手感也好！！！！15寸一点也不大！！！轻薄！！！！！独显虽然才2g但mx450真不错，可以装cuda，搞深度学习样本不多够用了！！！！性价比绝了！！！！买它！！！！！
小新Air 全金属高色域15.6英寸,外形外观：这个外观还是很漂亮的，散热性能：声音有点大，到也不至于吵，轻薄程度：比之前自己的15.6的旧本轻，也稍微小巧一些，，这个测试了一下这个样子算不算好，也不知道，不过触摸板右侧的二分之一处的位置，上下同时按有声音，这个是不是正常的啊？
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：可以，散热性能：打游戏的时候风扇声音会有点大但是可以接受，外形外观：好看
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,在京东商城上选了好久，对比了好几家商城最后看到京东活动立马购置了，物流很快，今天收到货后立马开机运行速度好快，待用段时间后给予评价！
小新Air 全金属高色域15.6英寸,轻薄程度：很薄，屏幕效果：很清晰，比我旧的好看多了，外形外观：很好看，金属外观很时尚，运行速度：很快，不过要用久了才知道，美中不足适配器太大了，要是配一个氮化镓的充电器就好了
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度杠杠的，散热还行，外形很漂亮，屏幕清晰
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑已经用了一段时间感觉很好用很满意，开机很快也很方便，开盖开机并且人脸识别解锁，人离开自动锁屏更好保护个人隐私，电脑运行速度也很快无卡顿，屏幕分辨率很高，触控板很大很好用，外观轻薄美观，有档次，性能杠杠的，总之非常喜欢
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,非常好用，之前用的键盘不好用了，屏幕也小，索性直接买个大的，屏幕更清晰，运行更快速，感觉只有一点小缺点，指纹不太好用……
小新Air 全金属高色域15.6英寸,运行速度：开机速度非常快，数据处理也很快，散热性能：散热不错的，开了几个小时一点都不热，外形外观：还是比较干净清爽的，为了办公买了一台笔记本，朋友建议买了小新15 2021，屏幕尺寸也是够大的，外观还是性能性价比都不错，出差时候带着也是很方便，操作也是非常不错的
